time,text,stock_symbol
"3 Jul, 2025 11:51 PM",Plz 720🙏🙏🙏🙏🙏🙏,META
"3 Jul, 2025 11:51 PM",Bull run,META
"3 Jul, 2025 11:51 PM",Run,META
"3 Jul, 2025 11:51 PM",they abandoning this stock like korean kids,META
"3 Jul, 2025 11:49 PM",puts/shorts are relentless . ...they need to be taught an expensive lesson,META
"3 Jul, 2025 11:47 PM",cant take it anymore im out,META
"3 Jul, 2025 11:46 PM",sp500 is out small caps are in,META
"3 Jul, 2025 11:45 PM",sp500 records today..meta is in that,META
"3 Jul, 2025 11:42 PM",You can never hold ground when you're infested with day trading magg its.,META
"3 Jul, 2025 11:42 PM",this is vaganay,META
"3 Jul, 2025 11:41 PM",netflix is veat bubble,META
"3 Jul, 2025 11:41 PM",up 11 soon,META
"3 Jul, 2025 11:40 PM",740,META
"3 Jul, 2025 11:39 PM",Yes bull run now,META
"3 Jul, 2025 11:37 PM","Wow ,what a sell off.",META
"3 Jul, 2025 11:34 PM",owning meta guarantees you miss out on the rally,META
"3 Jul, 2025 11:34 PM",well at keast if you buy now you didnt buy the top like me,META
"3 Jul, 2025 11:30 PM",upgrade,META
"3 Jul, 2025 11:29 PM",It is sure acting like a very very sick puppy!!!,META
"3 Jul, 2025 11:28 PM",strobgmarket keep buying uts just soneone out somone in bezt,META
"3 Jul, 2025 11:28 PM",Off the cliff. 📉,META
"3 Jul, 2025 11:26 PM",Im out for a while this wants to go way way lower.,META
"3 Jul, 2025 11:26 PM",not a patriot,META
"3 Jul, 2025 11:26 PM",dud,META
"3 Jul, 2025 11:25 PM",very sickening,META
"3 Jul, 2025 11:25 PM",Same pattern as last time. May go back to 400s,META
"3 Jul, 2025 11:19 PM",Horribleness,META
"3 Jul, 2025 11:18 PM",prob insidet selling abd no buybacjs today buyback guy on vacation,META
"3 Jul, 2025 11:17 PM",This just does not make any sense of why this company is not up more than $20 today!!!!!,META
"3 Jul, 2025 11:16 PM",red is coming. another day another dissapointment,META
"3 Jul, 2025 11:06 PM","Asml ,google red .",META
"3 Jul, 2025 11:05 PM","STOCKHOLM (Reuters) -With less than a month to go before parts of the European Union's AI Act come into force, companies are calling for a pause in the provisions and getting support from some politicians.

Groups representing big U.S. tech companies such as Google owner Alphabet and Facebook owner M...

See more",META
"3 Jul, 2025 11:03 PM",very weak stock. nasdaq soaring meta dieing,META
"3 Jul, 2025 11:03 PM",Please get below 700,META
"3 Jul, 2025 11:01 PM",a spike in meta 100% always sells off,META
"3 Jul, 2025 11:00 PM",if we break below 720 not good,META
"3 Jul, 2025 10:48 PM",always underperforming the market,META
"3 Jul, 2025 10:47 PM","I dont know the news ,maybe another law suite .

But someone is dumping meta like there is no tomorow.

Wow.",META
"3 Jul, 2025 10:42 PM","So take ad-generated revenue from a social media platform and literally throw it at AI and tada, we're a 'tech' company?",META
"3 Jul, 2025 10:36 PM",Dips over. 800 here we come,META
"3 Jul, 2025 06:18 PM",META.  Surging 1 % in a week and 6 % in a month.,META
"3 Jul, 2025 01:02 PM",where's the guy who called me grand master when it was at 748 and I said you're a fool to buy here. many bagholding cheerleaders here now.,META
"3 Jul, 2025 11:52 AM","customer lists and transaction records. Some applicants have even been rejected for failing to provide photos or documents of the end user. A number of senior executives said the process was nothing short of an ""official information extraction operation"".Columnist Dewardric McNeal, an international...

See more",META
"3 Jul, 2025 11:34 AM","Some experts bluntly said that Washington's defeat to China in the rare earth war is running out of time for the United States. (Image: Shutterstock/Tachi)

In April 2025, Beijing imposed export controls on seven rare earth elements and their derived permanent magnets. These materials form the basis ...

See more",META
"3 Jul, 2025 07:52 AM","On friday, as you take a day off from work, and remember how people, farmers, inventors, wealthy, banded together, to fight the British for freedom. Sadly, on friday, like all other days, the left is purposely trying to make you mad, demand change, and ruin everything. double sadly, you sit there, ...

See more",META
"3 Jul, 2025 06:49 AM",let's ride this puppy down to 200,META
"3 Jul, 2025 06:40 AM",Is this going to zero?,META
"3 Jul, 2025 06:18 AM","What happened to META? 
I'm thinking their earnings leaked. 
Sell baby sell!",META
"3 Jul, 2025 06:09 AM",Overall bullish still here. Even above 700. It will test 750 again and prob hit $800 by the end of the month.,META
"3 Jul, 2025 06:05 AM","META

596.99 -116.58 -16.34% 5:03PM EDT

WTH was that?",META
"3 Jul, 2025 05:39 AM",Zuckerberg has sold shares every week it feels like for over 2 years now.,META
"3 Jul, 2025 05:23 AM","when the market is hitting new highs and a stock is crumbling after setting a new high, it is time to sell it.",META
"3 Jul, 2025 05:12 AM","Some people like to just say what makes them feel good even though it's lies. THE TRUTH IS.. META is  UP $4.89 on the 5 day UP $42 on the one  month, UP $114 on the 6 month and UP $204 on the 1 year and UP $480  on the five year chart. At least by my charts ... Don't be a mARK. Get in and make some...See more",META
"3 Jul, 2025 05:04 AM",he has oaklet glasses hooked uo to facebook canr go wrong,META
"3 Jul, 2025 05:01 AM",$700 soon.  Patience,META
"3 Jul, 2025 04:56 AM",super great week. down 35,META
"3 Jul, 2025 04:29 AM",nauseating day,META
"3 Jul, 2025 04:26 AM","Down 5 bucks on 6.5m shares.
The sky is falling .",META
"3 Jul, 2025 04:24 AM","under radar NEUP - MCap 12m - O/S 1.8m  , Phase 3 readout in Q3 =1000%+ opp.",META
"3 Jul, 2025 04:14 AM",red days don't bother me as much when everything is red. but most stocks are rebounding while meta keeps tanking,META
"3 Jul, 2025 04:10 AM",Patience is virtue,META
"3 Jul, 2025 03:48 AM",gotta close gap to 700 before continuing,META
"3 Jul, 2025 03:26 AM",if you throw out the last overbought spike that should have never happened we are in good shape. couldn't hold 700 for quite awhile now the new resistance is 720. if you look big picture we are doing great,META
"3 Jul, 2025 03:21 AM",market keep reaching  new highs and META keeps going red. down 40 in 4 days.,META
"3 Jul, 2025 03:05 AM",Holding up really good,META
"3 Jul, 2025 02:38 AM",will it stay above $700 this time?🌞,META
"3 Jul, 2025 02:32 AM",Guys check out ...BMNR,META
"3 Jul, 2025 01:55 AM",pure garbage,META
"3 Jul, 2025 01:37 AM",will mive up when marksts tank,META
"3 Jul, 2025 01:30 AM",This volume is a joke,META
"3 Jul, 2025 01:07 AM",massive stimulus coming fed vehind by 100 points,META
"3 Jul, 2025 01:01 AM",temporary going to 1000 just because law of big numbers,META
"3 Jul, 2025 12:40 AM",worst stock in the market right now.,META
"3 Jul, 2025 12:37 AM",this would drop the nas of it comes down today. maybe tm. 1000% next week. that bill won't make it.,META
"3 Jul, 2025 12:13 AM","Someone selling both hands oh my.

Wonder whats happening .",META
"3 Jul, 2025 12:10 AM",Long call positions will be green these prices are a discount  META is superior,META
"2 Jul, 2025 11:55 PM",pathetically obvious wall street manipulating,META
"2 Jul, 2025 11:35 PM",this is spooky. nasdaq at highs meta can't go green. imagine the nasdaq red. meta would be down 15,META
"2 Jul, 2025 11:24 PM",relentless selling. nasdaq +100 meta still red.,META
"2 Jul, 2025 11:11 PM",The ridiculous AI hardware spend right now will be worth about as much as your old 720P plasma TV is today.  FOOLISH spending tens of billions on immature tech with no payback!,META
"2 Jul, 2025 10:58 PM",So disappointing. 745 old high plus great earnings afterwards when market was doing badly and still this cannot find a footing with market at new aths.,META
"2 Jul, 2025 10:57 PM",Up 45 bucks in the last month and over 200 bucks in the last year. Even with this tiny pull back. Just another buying opportunity for the best stock in the whole market. Go longs.,META
"2 Jul, 2025 10:53 PM",699,META
"2 Jul, 2025 10:49 PM",not a good sign. nasdaq +59 meta -1.69,META
"2 Jul, 2025 10:46 PM",downward trend now,META
"2 Jul, 2025 10:40 PM",kinda neat how tge nasdaq goes up and meta goes down.,META
"2 Jul, 2025 10:26 PM",where are all the cheerleaders? down 38 in 2 days and they said I was nuts,META
"2 Jul, 2025 10:18 PM",another big sell off,META
"2 Jul, 2025 10:03 PM",Looking for $705,META
"2 Jul, 2025 09:55 PM",Total scam meta,META
"2 Jul, 2025 09:32 PM",should I cover my shorts or should we let a the 800 late retail bulls hold the bag for longer,META
"2 Jul, 2025 09:26 PM",Baird Raises Price  $635.00 -> $740.00  Outperform,META
"2 Jul, 2025 08:50 PM",Sell over 700 buy below 650. Over and over again.,META
"2 Jul, 2025 08:31 PM",590,META
"2 Jul, 2025 08:15 PM",What is happening to Metta!?,META
"2 Jul, 2025 08:06 PM",$700 incoming,META
"2 Jul, 2025 07:59 PM",What is happening to Metta these last two days? Can someone on here give guidance?,META
"2 Jul, 2025 07:13 AM","To all complainers:Stop
Complaining",META
"2 Jul, 2025 06:48 AM","Second quarter 2025 financial results will be released after market close on Wednesday, July 30, 2025. 

Conference call to discuss its results at 2 p.m. PT / 5 p.m. ET the same day.",META
"2 Jul, 2025 05:49 AM",nice re entry today from my 725 sell last week. meta always gives a re entry,META
"2 Jul, 2025 05:28 AM",Everyone sells meta buying CRCl now!,META
"2 Jul, 2025 04:42 AM","Another day like this and I am out of Meta and Nvidia. After that last drop in April I am not believing that cannot happen again and worse given the huge double toppin market. Needed to get to the next level but seems like its stalling out right at that double top now which was something I had my e...

See more",META
"2 Jul, 2025 04:25 AM","The reason for the big drop today is the passing of Frumps, big ugly bill. This is why this is dropping so hard. Hidden in the bill is to allow state govts to extort money from big tech just like the federal government has been  doing through fines, fees, and huge taxes. The endless wasteful spendi...See more",META
"2 Jul, 2025 04:22 AM",Dump incoming,META
"2 Jul, 2025 04:13 AM",Keep falling so I can buy in at under 700,META
"2 Jul, 2025 04:05 AM",When META’s 800 no one will remember today,META
"2 Jul, 2025 03:53 AM",Tomorrow $695?,META
"2 Jul, 2025 03:53 AM",699-,META
"2 Jul, 2025 03:01 AM",closing green,META
"2 Jul, 2025 02:53 AM","Million dollar ads now being generated for 500 bucks.

This next earnings report will be INSANE",META
"2 Jul, 2025 02:51 AM","Add up all the IQ now housed at META, and I get 

a share price of $1,500.  😅",META
"2 Jul, 2025 02:33 AM",666 555,META
"2 Jul, 2025 02:27 AM","Earnings less than 4weeks out. Should see a massive run-up starting soon and big earnings pop.

One more thing, we should see more upgrades, funds talking up the outlook into earnings. Can see $850 after earnings.",META
"2 Jul, 2025 02:24 AM",Dips over boys.  Everyone back in pool,META
"2 Jul, 2025 02:19 AM",no more grants.  sharktank investments for equity.,META
"2 Jul, 2025 02:18 AM","t's taxbill as they call it passed senate.  ai/dod/govt money to digitalize and put btob and btoc/meaning us usa citizens on the right track to realize the benefits of a government which can fund itself and pass along the overage to us, it's citizens, i hope.",META
"2 Jul, 2025 02:03 AM",Ain't no sunshine when Meta's down.,META
"2 Jul, 2025 01:52 AM",ADD ADD ADD.,META
"2 Jul, 2025 01:42 AM",Wow some weak hands on this board.  Was 485 a few weeks back and now it’s the worst stock ever at 725?,META
"2 Jul, 2025 01:38 AM",markets still weak from auto pen days.,META
"2 Jul, 2025 01:30 AM","I'd bet there is some bad news coming on the FTC trial and, like always, META tips off the crooks in Congress and a few others in the know causing the SELL button.",META
"2 Jul, 2025 01:27 AM","second time, I should have sold this weak, no legs stock at 740. it's by far the weakest stock on the Nasd on red days and bis infested with the gdmfposDTMs.",META
"2 Jul, 2025 01:22 AM",just jitters at the market cap but winner take all in ai.meta is gonna be a winner,META
"2 Jul, 2025 01:16 AM",sp flat on day,META
"2 Jul, 2025 01:12 AM",theyre gonna craah people out all the while ahort and decide to cover moat likely before close,META
"2 Jul, 2025 01:07 AM",This stock always drops the most most most,META
"2 Jul, 2025 01:02 AM","Good lord, are we really going to double top the moment this name finally gets a fair valuation by Mr market? 

Maybe another accumulation cycle opportunity after all",META
"2 Jul, 2025 12:59 AM",Another $20 haircut incoming. No rate cut delusional bulls,META
"2 Jul, 2025 12:56 AM",meta back to its normal price action. can't keep pace with the nasdaq,META
"2 Jul, 2025 12:51 AM",HMO,META
"2 Jul, 2025 12:50 AM",gonnanclose green,META
"2 Jul, 2025 12:41 AM",What a garbage start to July!,META
"2 Jul, 2025 12:36 AM",699,META
"2 Jul, 2025 12:26 AM","Zuk sold out the country...For 15 billion...FOOLS

A1",META
"2 Jul, 2025 12:24 AM","700-710

bbbuuuyyyy",META
"2 Jul, 2025 12:22 AM",theyll buy the dip now tbats its out the bag that fed wants to cut rates and will aggressively,META
"2 Jul, 2025 12:22 AM",OH no . 2% down for the moment. WHAT EVER SHALL WE DO???? . ADD ADD ADD.  They know its going up . THEY want to add more as well.,META
"2 Jul, 2025 12:11 AM",Oh no. Meta is collapsed now. What happen.,META
"1 Jul, 2025 11:58 PM",meta always the weakest on red days :(,META
"1 Jul, 2025 11:55 PM",Jesus Christ,META
"1 Jul, 2025 11:46 PM",thx for playing all retail bulls.. whoever bought my 730 calls on Friday - ocean  prime on your tonight,META
"1 Jul, 2025 11:35 PM","Sadly, I fear that yesterday's high was a Double Top. We may be headed back to the $650 level.",META
"1 Jul, 2025 11:34 PM",told ya the mggts would bring it down. never fails. down 20 from yesterday. feel for the ones who bought at 748,META
"1 Jul, 2025 10:33 PM",Say what you will. You just look ridiculous talking trash about a super preforming  stock. The better META does the more angry they get. These were the same people scared at 100 300 and 600 and 700. Meta is still gonna double in a relatively short amount of time. Get some shares or stay mad . When ...See more,META
"1 Jul, 2025 10:31 PM","Why is Canada selling oil and nat. Gas at a discounted price to south of the border?

Taco Trump is getting a fire sale on all the nat. Resources going south of border and yet he is complaining?

Time for Trump to pay fair market value on the oil they buy from Canada .

Impose a 50 tariff on all oil and ...

See more",META
"1 Jul, 2025 09:40 PM",Stealing OpenAI talent shows Meta has zero integrity. I don’t use anything they make.,META
"1 Jul, 2025 09:30 PM",here comes the roll over i was talking about.,META
"1 Jul, 2025 06:36 PM",Zuckerberg has sold stock for the last 2 years every week,META
"1 Jul, 2025 05:36 PM",Thanks Mark bro,META
"1 Jul, 2025 02:27 PM","If we clear $747 this week, we should reach next Fibonacci level at $860",META
"1 Jul, 2025 11:53 AM",I'm adjusting my view on this. I still think we get a pullback but if wall street starts recognizing meta to be the 1st to reach super intelligence it will be 1000 dollar stock yr end,META
"1 Jul, 2025 07:58 AM","Backed by his billionaire buddies, newsome has been targeting oil and gas. In 2025 a Phillips 66 refinery in LA will close, and in 2026 a Valero refinery will close. Gas prices expected to reach 8.46 by the end of 2026. Nobody will want to send you any gas, or water. You have brought about your own...

See more",META
"1 Jul, 2025 07:40 AM","We’re a social media company, no an advertising company, scrap that we’re a metaverse company selling virtual real estate, just kidding, metaverse lab is gone and is now the super duper intelligence lab because we bought up everything and everyone with ‘AI in their title.",META
"1 Jul, 2025 06:54 AM","Every American that pays or has paid taxes should watch a replay on Bloomberg on what Natasha Sarin from The Budget Lab from Yale University just said. 

Taking away from the Bottom and Lower Earners by almost $600 and giving over $6000 to the rich who will put it in their saving accounts instead of ...

See more",META
"1 Jul, 2025 06:38 AM",now that I sold last week. meta will keep going up,META
"1 Jul, 2025 05:31 AM","Did the demand for magnets decline when China decided to stop exporting them to USA? Nope, if anything the demand increased. So what makes the TACO admin think that tariffs would decrease demand, which in turn would help appreciate the US dollar and country producing the goods would eat some tariff...

See more",META
"1 Jul, 2025 05:21 AM","TACO administration is counting on tariffs to decrease demand on foreign goods, hence, appreciating the dollar (making it stronger) and the country receiving tariff's currency weaker. But knowing the strong American consumer, they only know how to spend, even if it means dipping into their 401K sav...

See more",META
"1 Jul, 2025 05:19 AM",It's so easy to see who has made a fortune with this beast and who missed out and will continue to miss out. As the saying goes though... not everyone can win.  Congrats to all the winners! Its been soooo easy year after year after year accumulating shares and wealth.,META
"1 Jul, 2025 05:00 AM",See you longs at 850 soon. See all others complaining.,META
"1 Jul, 2025 04:56 AM",Poor TMAC. So much crying. So sad. #Lost,META
"1 Jul, 2025 04:55 AM",Another day in the books and we are that much wealthier than we were the previous day. And an all-time high to boot. Congrats everyone! It's just too easy here.,META
"1 Jul, 2025 04:19 AM",META is up $89 over the last month. Hitting a 52 week high. This stock will continue to provide positive returns,META
"1 Jul, 2025 04:10 AM","I'm salivating more and more to short this bubble.
Social medias are like EVs : about to be better from China",META
"1 Jul, 2025 04:08 AM",Bottom line is Housing is in the tank! This is an advertising company!,META
"1 Jul, 2025 04:08 AM",I'm out at 1250 just seems like it's gonna take a while.  Hopefully Meta won't spend all is money by then,META
"1 Jul, 2025 03:48 AM",red 💀,META
"1 Jul, 2025 03:44 AM",were you thinking 740 was support?,META
"1 Jul, 2025 03:22 AM",watch it go red EOD,META
"1 Jul, 2025 03:21 AM","+14, oh I'm sorry I meant +3",META
"1 Jul, 2025 03:21 AM",When this falls it falls. Just like that 747 to 735,META
"1 Jul, 2025 03:12 AM","Take out the ""WOULD, MAYBE, MIGHT, EAT"" from this example and then what do you have left? 10% tariffs, means 10% increase in cost for the American consumer. Hence, 50% tariffs on China means 50% increase in cost for the American consumer.

""And if we think like a classical model of tariff income: let...

See more",META
"1 Jul, 2025 02:40 AM",ughhhhhjjhhhhhhhhjjhhhhhhh why is everything trading so flat!!!!!!!!!!!! fffffff,META
"1 Jul, 2025 02:02 AM",booooooooooooooMMMMMMMMM...mighty $ growth meta..headed toward 4 trillion+++ mkt cap...and hugee divy increases coming..stayyy LONG!!!!!!!!!!!!!,META
"1 Jul, 2025 01:46 AM",It's just sooooo easy printing money here year after year after year. And the AI money isn't even here yet! HA! Congrats everyone!,META
"1 Jul, 2025 01:40 AM",nothing but bots and adds on FB y'all tripping adding here idc,META
"1 Jul, 2025 12:28 AM",everyone bullish on equities but not watching g bond steeping on going in treasuries market 💀,META
"1 Jul, 2025 12:21 AM","699, 666….",META
"30 Jun, 2025 11:27 PM",META still has yet to be valued as the other Mag 7.  Despite outflanking them all.  Big upward adjustment has to be in the near future.  As Zuck has been firing on all cylinders lately.  Great time to be long META.  Let's go Zuck!!,META
"30 Jun, 2025 11:17 PM",Heading to $800 pre-earnings. Let's go!!!,META
"30 Jun, 2025 11:00 PM",don't be fooled. they will drop this market like a rock very soon,META
"30 Jun, 2025 11:00 PM",giant floating 🍩,META
"30 Jun, 2025 10:52 PM",still infested with the gdmfpos DTMs that sell ir for penny profits.,META
"30 Jun, 2025 10:48 PM","This is not a comic platform.  Anyone who talks trash on here is way too funny.  It keeps going up and they keep saying Trash ,no good,pump,fear and it all is laughable.  The data says up good,innovation, long short and medium uptrend.",META
"30 Jun, 2025 10:41 PM","What beautiful looking YTD, 1 year, 3 year and 5 year charts. Congrats everyone! We've made a fortune and the AI windfall isn't even here yet. Amazing. Too easy printing money with this machine.",META
"30 Jun, 2025 10:37 PM",President Trump sent out a clear message to the socialist nations of the world.....don't treat our big tech unfairly or the US will retaliate.... didn't see Biden doing that,META
"30 Jun, 2025 10:34 PM",going red,META
"30 Jun, 2025 10:33 PM",🥱,META
"30 Jun, 2025 10:14 PM",Pump trash,META
"30 Jun, 2025 09:26 PM","Thank you Trump 
New ATH today.",META
"30 Jun, 2025 09:23 PM",If you are a money manager or run a hedge fund and you are not loaded and or loading up on META. YOU ARE FIRED.... They are not buying for where we are now. They are buying for where we are going.....WAY UP. Can't you see?,META
"30 Jun, 2025 09:07 PM",Boy the haters are out today. BWAHAHAHA. Don't bet against the king. Still much much much more growth ahead. All time Highs and still a steal deal. Wherever you decide to get in is a good place.Just get in   ....,META
"30 Jun, 2025 08:49 PM",Poor TMAC. No sense in crying about it now over the fortune you missed out on with this beast. You lost.,META
"30 Jun, 2025 08:42 PM",Until housing prices stabilize this is just one huge balloon and getting larger!,META
"30 Jun, 2025 08:37 PM",High price. Merits a stock split.,META
"30 Jun, 2025 08:34 PM",Zuckerberg will ne the richest guy on earth soon,META
"30 Jun, 2025 08:13 PM",selling Calls to pay for my puts.. rsi is signaling overbought at this open,META
"30 Jun, 2025 08:09 PM",will meta hit 1k in 2027?,META
"30 Jun, 2025 07:55 PM",All the while housing market is collapsing,META
"30 Jun, 2025 07:53 PM",This will be an epic fall republicans are building biggest bubble of all times!!!,META
"30 Jun, 2025 07:36 PM",this will be fun to watch this week.,META
"30 Jun, 2025 06:40 PM",Look like new highs to open.  800 next stop,META
"30 Jun, 2025 06:23 PM",So much momentum behind this stock at the moment. Huge week on deck and fireworks at the end to celebrate. Congrats longs!,META
"30 Jun, 2025 06:21 PM","If US can have TSMC's half capacity and engineers of that of Taiwan and also very advanced research center, then the importance of Taiwan to US lower down to 1/4th. Not so important anymore.",META
"30 Jun, 2025 05:29 PM",patience is always rewarded.,META
"30 Jun, 2025 05:26 PM",Canada removes digital tax....should hit $750 today,META
"30 Jun, 2025 04:24 PM","I think IC TAX on TAiwan will be 80%~90% so that TSMC will build not few fabs in US. And also send excellent engineers to US. The research center of TSMC in US will be more advanced than in Taiwan in the future. This will be announced on July 9th. Taiwan has no cards and has to let TSMC go. US orig...

See more",META
"30 Jun, 2025 01:58 PM",I feel like the company is going to have it's first split sometime in the near future.,META
"30 Jun, 2025 12:54 PM",new all time high then the roll over back to low 700's before blasting off,META
"30 Jun, 2025 10:56 AM","when American tax payers realize that the Iran Israeli war is costing billions of dollars in tax money, What will the economy be doing?",META
"30 Jun, 2025 10:13 AM","When did yahoo introduce the ""Overnight"" ticker above?",META
"30 Jun, 2025 07:15 AM",Long Meta,META
"29 Jun, 2025 11:13 AM",META .  Rising 7 % for the week and 14 % for the month. The Tech Dip-buyers are Still in Control.,META
"29 Jun, 2025 04:13 AM","Remember the good old days when We had an actual president in this country

And not the clown in the WH.",META
"29 Jun, 2025 02:18 AM",$800 soon.,META
"28 Jun, 2025 04:39 PM",Trump and Canada will Kiss and Make up!,META
"28 Jun, 2025 10:12 AM","the CCP's threat to Taiwan's armed forces, the whole world is very nervous, but only Taiwan is not nervous, Europe is very nervous, Australia and the United States are also nervous, Japan is very nervous and very concerned, but Taiwan is not nervous.

Zhang Yanting believes that this is not the case ...

See more",META
"28 Jun, 2025 07:58 AM",this market is on the brink of correcting hard. should have some great buying opportunities next week,META
"28 Jun, 2025 07:30 AM","What would happen to Google and Meta, and companies that provide digital services to foreign countries, if all 90 countries that Trump listed on his Tariff Tax list wanted Digital Services Tax or increase existing DST from US corporations? Will Trump stop speaking to all 90 countries? If so, then w...

See more",META
"28 Jun, 2025 05:10 AM","Last 10 mins was utter manipulation.. 

Monday this will open down easily .50 - .75%",META
"28 Jun, 2025 04:40 AM",This AI thing is overblown. I mean what would be moving the markets higher right now if wasn't for the AI pump?,META
"28 Jun, 2025 04:36 AM",Meta is only one cash cow of Nvida.,META
"28 Jun, 2025 04:14 AM",Does this monster ever go down? Congrats everyone! Too easy printing money here year after year after year.,META
"28 Jun, 2025 04:10 AM",canada could come after social media now,META
"28 Jun, 2025 04:00 AM",I sure do miss the slow and steady upward momentum in the stock markets we experienced after Biden inherited a disaster from tRump rather than this chaotic manipulation we have going on in the markets with tRump.,META
"28 Jun, 2025 03:55 AM","never fails, how many drank the kool aid and are holding bags now. be patient the NY scammers always pull the rug",META
"28 Jun, 2025 03:49 AM","n fact, the defense department said at noon on the 26th that from 9:40 a.m., it has successively detected 21 sorties of main and auxiliary fighters and unmanned aerial vehicles of various types, including the CCP's Su Kai-30 and Air Police-500, and 16 of them crossed the center line and its extensi...

See more",META
"28 Jun, 2025 03:35 AM",Market selling off into close..,META
"28 Jun, 2025 02:32 AM",Pin at 730$ options expiration. My bet excellent week for bulls.,META
"28 Jun, 2025 01:42 AM","looks like we finally punctured $700, but I'll be more confident when it's bouncing off $800 🎉",META
"28 Jun, 2025 01:00 AM",don't drink the kool aid here. you will buy under 700 soon,META
"28 Jun, 2025 12:46 AM",Shabbat Shalom,META
"28 Jun, 2025 12:39 AM",Correction: US consumers to pay Total of 55% on sales (tariff) tax on China good imports to USA.,META
"28 Jun, 2025 12:36 AM",Meta is my forever company. Holding @ average 300,META
"28 Jun, 2025 12:32 AM",Trump's tariff taxes will slow down the economy as INFLATION rises.,META
"28 Jun, 2025 12:18 AM",who bought calls today 🤣💸💸💸,META
"28 Jun, 2025 12:18 AM",This is going to fall hard when people realize half their users are bots,META
"28 Jun, 2025 12:17 AM",appreciate all the late retail bulls for buying my 730 calls today at open.. will be spending your hard earned money today at Disney this weekend,META
"28 Jun, 2025 12:08 AM","One day, Meta will be the most valuable company in the market.",META
"28 Jun, 2025 12:04 AM",So big and greasy!,META
"28 Jun, 2025 12:02 AM",same ole pattern gdmfpos day traders,META
"27 Jun, 2025 11:59 PM",surprise surprise,META
"27 Jun, 2025 11:58 PM",laugh now cry later,META
"27 Jun, 2025 11:46 PM",bond market is trash right now.. stagflation isn't going anywhere,META
